rank,game,prize,players,tournaments,month,year
48,F1 2021,339.0,3,1,1,2022
49,osu!,270.0,9,1,1,2022
50,Age of Mythology,150.0,4,1,1,2022
51,Artifact Classic,20.0,1,1,1,2022
1,Rainbow Six Siege,3000000.0,100,1,2,2022
2,Counter-Strike: Global Offensive,1707145.7,648,33,2,2022
3,Madden NFL 22,1000000.0,14,1,2,2022
4,Dota 2,800000.0,203,8,2,2022
5,Rocket League,555777.1,481,44,2,2022
6,StarCraft II,514304.51,77,20,2,2022
7,Hearthstone,321700.0,229,4,2,2022
8,Call of Duty: Warzone,215463.8,84,16,2,2022
9,VALORANT,209040.43,430,13,2,2022
10,Halo Infinite,153550.0,76,4,2,2022
11,chess24,141250.0,16,1,2,2022
12,Call of Duty: Vanguard,114500.0,80,9,2,2022
13,Brawlhalla,100100.0,100,8,2,2022
14,Chess.com,79200.0,48,11,2,2022
15,PLAYERUNKNOWN’S BATTLEGROUNDS,68520.0,18,2,2,2022
16,Minecraft,66000.0,85,3,2,2022
17,Apex Legends,46257.62,51,6,2,2022
18,League of Legends: Wild Rift,40000.0,58,7,2,2022
19,Age of Empires II,37127.94,94,26,2,2022
20,Zwift,31543.68,6,5,2,2022
21,iRacing.com,29700.0,18,3,2,2022
22,Super Smash Bros. Ultimate,28964.05,67,14,2,2022
23,Teamfight Tactics,25675.0,22,2,2,2022
24,rFactor 2,25500.0,4,1,2,2022
25,WarCraft III: Reforged,24439.0,16,3,2,2022
26,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,20085.0,18,1,2,2022
27,F1 2021,11400.0,6,1,2,2022
28,StarCraft: Remastered,10035.4,24,2,2,2022
29,Age of Empires IV,6078.16,52,21,2,2022
30,Age of Empires,5023.0,20,2,2,2022
31,osu!,4618.27,34,5,2,2022
32,Trackmania (2020),4017.16,45,18,2,2022
33,Tekken 7,3745.6,11,4,2,2022
34,Gears 5,3500.0,12,2,2,2022
35,Diabotical,3052.24,24,10,2,2022
36,CrossFire,2090.5,20,1,2,2022
37,Lichess,2000.0,8,2,2,2022
38,Guilty Gear -STRIVE-,1510.0,4,1,2,2022
39,Super Smash Bros. Melee,1500.0,6,2,2,2022
40,Ultimate Marvel vs. Capcom 3,1500.0,4,1,2,2022
41,Clash of Clans,1450.0,15,1,2,2022
42,Auto Chess,1400.0,4,5,2,2022
43,Mortal Kombat 11,930.0,4,1,2,2022
44,Dragon Ball FighterZ,840.0,3,1,2,2022
45,Granblue Fantasy: Versus,690.0,3,1,2,2022
46,Melty Blood: Type Lumina,650.0,3,1,2,2022
47,Xonotic,500.0,3,1,2,2022
48,Age of Empires III,200.0,4,1,2,2022
49,Jak II,0.0,14,1,2,2022
1,Fortnite,3005500.0,158,7,3,2022
2,VALORANT,899632.08,539,18,3,2022
3,Counter-Strike: Global Offensive,616162.27,516,32,3,2022
4,Call of Duty: Vanguard,616000.0,115,11,3,2022
5,Apex Legends,555245.69,347,13,3,2022
6,Free Fire,538695.97,138,3,3,2022
7,Rocket League,526978.97,468,54,3,2022
8,Dota 2,492309.4,342,10,3,2022
9,Magic: The Gathering Arena,450000.0,14,1,3,2022
10,Hearthstone,430901.21,243,12,3,2022
11,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,208034.35,121,5,3,2022
12,Halo Infinite,207600.0,57,8,3,2022
13,Call of Duty: Warzone,199700.0,74,12,3,2022
14,PLAYERUNKNOWN’S BATTLEGROUNDS,199019.41,280,13,3,2022
15,Chess.com,194000.0,52,15,3,2022
16,chess24,138750.0,16,1,3,2022
17,Age of Empires IV,102547.34,49,14,3,2022
18,FIFA 22,100000.0,8,1,3,2022
19,FIFA Online 4,79633.12,95,3,3,2022
20,League of Legends,77065.47,129,4,3,2022
21,League of Legends: Wild Rift,59881.03,113,3,3,2022
22,Brawlhalla,55060.0,68,7,3,2022
23,Teamfight Tactics,53739.64,67,3,3,2022
24,Super Smash Bros. Ultimate,36372.08,64,13,3,2022
25,Rainbow Six Siege,27296.29,62,4,3,2022
26,Assetto Corsa,25505.5,37,10,3,2022
27,Arena of Valor,25498.9,37,1,3,2022
28,Minecraft,25000.0,80,1,3,2022
29,WarCraft III: Reforged,16968.5,11,6,3,2022
30,Age of Empires II,16245.0,79,13,3,2022
31,Trackmania (2020),12852.43,62,21,3,2022
32,iRacing.com,12360.0,83,5,3,2022
33,Tekken 7,10785.6,7,3,3,2022
34,StarCraft II,8442.0,41,21,3,2022
35,StarCraft: Remastered,7506.0,2,1,3,2022
36,Onward,7000.0,16,1,3,2022
37,Diabotical,6203.56,42,15,3,2022
38,Pokémon VGC,5000.0,8,1,3,2022
39,Quake Champions,2915.28,11,3,3,2022
40,osu!,2403.92,19,4,3,2022
41,Age of Mythology,2324.0,9,4,3,2022
42,Lichess,2000.0,10,2,3,2022
43,Gears 5,1500.0,8,3,3,2022
44,Auto Chess,1200.0,5,3,3,2022
45,Age of Empires III,1010.0,8,2,3,2022
46,Blaston,1000.0,10,2,3,2022
47,Loco Dojo Unleashed,1000.0,4,1,3,2022
48,Assetto Corsa Competizione,318.0,16,2,3,2022
49,Age of Empires Online,100.0,4,1,3,2022
1,League of Legends,2092177.89,498,18,4,2022
2,Counter-Strike: Global Offensive,1547205.67,973,60,4,2022
3,Dota 2,1465720.59,473,14,4,2022
4,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,1400774.55,706,13,4,2022
5,PLAYERUNKNOWN’S BATTLEGROUNDS,1355157.11,346,8,4,2022
6,League of Legends: Wild Rift,933600.0,340,8,4,2022
7,VALORANT,747732.51,220,9,4,2022
8,Free Fire,605988.44,269,5,4,2022
9,CrossFire,549703.0,63,1,4,2022
10,Arena of Valor,507007.8,93,3,4,2022
11,Call of Duty: Vanguard,500000.0,32,1,4,2022
12,Mobile Legends: Bang Bang,424569.34,227,4,4,2022
13,Rainbow Six Siege,392789.15,277,9,4,2022
14,Call of Duty: Warzone,353180.0,91,13,4,2022
15,Teamfight Tactics,327497.24,60,5,4,2022
16,chess24,210000.0,8,1,4,2022
17,Rocket League,205665.54,379,40,4,2022
18,FIFA Online 4,114914.41,49,2,4,2022
19,StarCraft: Remastered,107171.68,64,7,4,2022
20,Overwatch,106000.0,29,1,4,2022
21,Fortnite,99300.0,99,1,4,2022
22,Apex Legends,92670.03,139,12,4,2022
23,Chess.com,80000.0,18,4,4,2022
24,Halo Infinite,75000.0,24,1,4,2022
25,Brawlhalla,66800.0,118,13,4,2022
26,Multigaming,55909.13,12,1,4,2022
27,FIFA 22,54150.0,8,1,4,2022
28,Hearthstone Battlegrounds,50000.0,16,1,4,2022
29,RaceRoom Racing Experience,46155.0,17,1,4,2022
30,StarCraft II,42678.71,60,23,4,2022
31,Assetto Corsa Competizione,29580.0,10,1,4,2022
32,Minecraft,26500.0,68,2,4,2022
33,Trackmania (2020),21435.04,46,16,4,2022
34,Gwent,17555.0,8,1,4,2022
35,Super Smash Bros. Ultimate,17285.79,62,11,4,2022
36,WarCraft III: Reforged,16478.0,22,7,4,2022
37,Dragon Ball FighterZ,15869.72,11,2,4,2022
38,Assetto Corsa,12599.75,20,2,4,2022
39,Diabotical,9044.2,52,12,4,2022
40,Age of Empires,6260.0,34,3,4,2022
41,Clash of Clans,5500.0,40,4,4,2022
42,Age of Empires II,5461.0,60,27,4,2022
43,Tekken 7,5433.13,6,2,4,2022
44,Forza Horizon 5,5000.0,7,1,4,2022
45,Rezzil Player,5000.0,5,1,4,2022
46,Hearthstone,4417.46,16,2,4,2022
47,iRacing.com,4326.0,6,1,4,2022
48,F1 2021,4200.0,6,1,4,2022
49,Guilty Gear -STRIVE-,3512.69,16,2,4,2022
50,Gears 5,3500.0,12,2,4,2022
51,King of Fighters XV,3264.65,11,2,4,2022
52,osu!,2551.15,24,3,4,2022
53,Granblue Fantasy: Versus,2549.82,11,2,4,2022
54,Age of Empires IV,2112.0,32,10,4,2022
55,Lichess,2000.0,8,2,4,2022
56,Power Rangers: Battle for the Grid,1756.2,8,1,4,2022
57,Pavlov,1260.0,19,3,4,2022
58,BlazBlue: Central Fiction,786.3,8,1,4,2022
59,Super Smash Bros. Melee,786.27,8,2,4,2022
60,Age of Mythology,675.0,8,3,4,2022
61,Blaston,500.0,3,1,4,2022
62,Street Fighter V: Champion Edition,393.13,3,1,4,2022
63,TrackMania 2: Canyon,327.38,4,1,4,2022
64,Age of Empires III,310.0,8,2,4,2022
65,BlazBlue: Cross Tag Battle,235.88,3,1,4,2022
66,Melty Blood: Type Lumina,235.88,3,1,4,2022
67,Rivals of Aether,235.88,3,1,4,2022
68,Under Night In-Birth Exe:Late[cl-r],235.88,3,1,4,2022
69,Soul Calibur VI,157.26,3,1,4,2022
70,ARMS,100.0,3,1,4,2022
71,Age of Empires Online,55.0,4,1,4,2022
2,League of Legends: Wild Rift,9904198.68,306,93,5,2022
3,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,6401821.78,558,12,5,2022
4,Fortnite,3033500.0,225,8,5,2022
