year,prize_year,tournaments,prize_pct_total,profile_link
2022,277902.24,10,6.98,/players/70916-yatoro-ilya-mulyarchuk
2021,3695573.33,11,92.76,/players/70916-yatoro-ilya-mulyarchuk
2020,10600.0,4,0.27,/players/70916-yatoro-ilya-mulyarchuk
2019,5.58,1,0.0,/players/70916-yatoro-ilya-mulyarchuk
2022,277846.68,9,6.59,/players/15855-miposhka-yaroslav-naidenov
2021,3695573.33,11,87.63,/players/15855-miposhka-yaroslav-naidenov
2020,20400.0,11,0.48,/players/15855-miposhka-yaroslav-naidenov
2019,14120.0,6,0.33,/players/15855-miposhka-yaroslav-naidenov
2018,18036.33,13,0.43,/players/15855-miposhka-yaroslav-naidenov
2017,165706.49,13,3.93,/players/15855-miposhka-yaroslav-naidenov
2016,24979.83,14,0.59,/players/15855-miposhka-yaroslav-naidenov
2015,817.03,9,0.02,/players/15855-miposhka-yaroslav-naidenov
2022,277846.68,9,6.97,/players/70584-collapse-magomed-khalilov
2021,3695573.33,11,92.73,/players/70584-collapse-magomed-khalilov
2020,11660.0,8,0.29,/players/70584-collapse-magomed-khalilov
2019,238.46,3,0.01,/players/70584-collapse-magomed-khalilov
2017,70.8,1,0.0,/players/70584-collapse-magomed-khalilov
2022,275467.18,13,37.23,/players/75838-gmwso-wesley-so
2021,204467.97,10,27.63,/players/75838-gmwso-wesley-so
2020,246180.48,12,33.27,/players/75838-gmwso-wesley-so
2018,13842.8,4,1.87,/players/75838-gmwso-wesley-so
2022,275346.68,8,6.91,/players/79215-torontotokyo-alexander-khertek
2021,3695573.33,11,92.75,/players/79215-torontotokyo-alexander-khertek
2020,13453.89,8,0.34,/players/79215-torontotokyo-alexander-khertek
2022,273486.2,8,6.89,/players/71806-mira-miroslaw-kolpakov
2021,3696652.43,12,93.09,/players/71806-mira-miroslaw-kolpakov
2020,1000.0,5,0.03,/players/71806-mira-miroslaw-kolpakov
2019,38.62,2,0.0,/players/71806-mira-miroslaw-kolpakov
2022,272176.01,3,28.95,/players/95069-xiaopang-li-daheng
2021,668084.89,2,71.05,/players/95069-xiaopang-li-daheng
2022,271151.08,8,74.59,/players/51381-xmpl-artem-adarkin
2021,48823.23,12,13.43,/players/51381-xmpl-artem-adarkin
2020,26372.28,11,7.25,/players/51381-xmpl-artem-adarkin
2019,3425.0,4,0.94,/players/51381-xmpl-artem-adarkin
2018,13750.0,4,3.78,/players/51381-xmpl-artem-adarkin
2022,269998.26,14,86.6,/players/70222-zer0-rhye-perry
2021,22595.54,26,7.25,/players/70222-zer0-rhye-perry
2020,15660.15,25,5.02,/players/70222-zer0-rhye-perry
2019,3532.32,2,1.13,/players/70222-zer0-rhye-perry
2022,267066.3,10,24.03,/players/75863-drnykterstein-sven-magnus-carlsen
2021,303946.64,15,27.35,/players/75863-drnykterstein-sven-magnus-carlsen
2020,510586.52,18,45.94,/players/75863-drnykterstein-sven-magnus-carlsen
2019,4000.0,8,0.36,/players/75863-drnykterstein-sven-magnus-carlsen
2018,24025.11,8,2.16,/players/75863-drnykterstein-sven-magnus-carlsen
2017,1733.33,4,0.16,/players/75863-drnykterstein-sven-magnus-carlsen
2023,100.0,1,0.03,/players/78902-sharky-rick-wirth
2022,264983.23,14,90.76,/players/78902-sharky-rick-wirth
2021,15334.29,17,5.25,/players/78902-sharky-rick-wirth
2020,11353.34,15,3.89,/players/78902-sharky-rick-wirth
2019,174.95,1,0.06,/players/78902-sharky-rick-wirth
2022,262800.0,13,80.39,/players/65444-caard-gabriel-cardoso
2021,30116.66,18,9.21,/players/65444-caard-gabriel-cardoso
2020,23616.68,15,7.22,/players/65444-caard-gabriel-cardoso
2019,10362.58,5,3.17,/players/65444-caard-gabriel-cardoso
2022,262800.0,13,81.3,/players/33782-caiotg1-caio-vinicius
2021,30116.66,18,9.32,/players/33782-caiotg1-caio-vinicius
2020,23616.68,15,7.31,/players/33782-caiotg1-caio-vinicius
2019,6500.0,3,2.01,/players/33782-caiotg1-caio-vinicius
2017,66.66,2,0.02,/players/33782-caiotg1-caio-vinicius
2016,166.65,5,0.05,/players/33782-caiotg1-caio-vinicius
2022,262800.0,13,92.38,/players/89081-yanxnz-yan-nolasco
2021,20850.0,18,7.33,/players/89081-yanxnz-yan-nolasco
2020,816.66,4,0.29,/players/89081-yanxnz-yan-nolasco
2022,261151.08,7,80.19,/players/63774-mellman-konstantin-lyovkin
2021,33823.23,8,10.39,/players/63774-mellman-konstantin-lyovkin
2020,26372.28,11,8.1,/players/63774-mellman-konstantin-lyovkin
2019,4300.0,5,1.32,/players/63774-mellman-konstantin-lyovkin
2022,261151.08,7,80.73,/players/67975-alyagg-aleksandr-pirogov
2021,33823.23,8,10.46,/players/67975-alyagg-aleksandr-pirogov
2020,26372.28,11,8.15,/players/67975-alyagg-aleksandr-pirogov
2019,2125.0,2,0.66,/players/67975-alyagg-aleksandr-pirogov
2022,260350.0,21,42.79,/players/62311-setty-iwa-zajac
2021,337205.59,10,55.42,/players/62311-setty-iwa-zajac
2020,7800.0,7,1.28,/players/62311-setty-iwa-zajac
2019,3100.0,6,0.51,/players/62311-setty-iwa-zajac
2022,259300.0,24,38.88,/players/72536-kami-michal-kaminski
2021,326205.59,10,48.91,/players/72536-kami-michal-kaminski
2020,76883.33,18,11.53,/players/72536-kami-michal-kaminski
2019,4561.38,5,0.68,/players/72536-kami-michal-kaminski
2022,257750.0,20,62.64,/players/83277-trippernn-sebastian-kjaer
2021,128400.0,6,31.2,/players/83277-trippernn-sebastian-kjaer
2020,3900.0,9,0.95,/players/83277-trippernn-sebastian-kjaer
2019,20940.0,18,5.09,/players/83277-trippernn-sebastian-kjaer
2018,491.12,1,0.12,/players/83277-trippernn-sebastian-kjaer
2022,257062.08,7,39.3,/players/14768-ubah-ivan-kapustin
2021,64427.75,2,9.85,/players/14768-ubah-ivan-kapustin
2020,19208.0,8,2.94,/players/14768-ubah-ivan-kapustin
2019,268125.0,7,40.99,/players/14768-ubah-ivan-kapustin
2018,40833.75,10,6.24,/players/14768-ubah-ivan-kapustin
2016,1150.0,2,0.18,/players/14768-ubah-ivan-kapustin
2015,3364.68,4,0.51,/players/14768-ubah-ivan-kapustin
2022,255575.0,25,37.55,/players/63544-jannisz-jannis-matwin
2021,219733.34,12,32.28,/players/63544-jannisz-jannis-matwin
2020,185525.11,27,27.26,/players/63544-jannisz-jannis-matwin
2019,19862.42,12,2.92,/players/63544-jannisz-jannis-matwin
2023,750.0,1,0.1,/players/75837-hikaru-nakamura
2022,254326.37,40,33.38,/players/75837-hikaru-nakamura
2021,137752.0,41,18.08,/players/75837-hikaru-nakamura
2020,329644.58,33,43.26,/players/75837-hikaru-nakamura
2019,6656.0,6,0.87,/players/75837-hikaru-nakamura
2018,27507.92,3,3.61,/players/75837-hikaru-nakamura
2017,1717.0,5,0.23,/players/75837-hikaru-nakamura
2016,1529.5,8,0.2,/players/75837-hikaru-nakamura
2015,2075.0,6,0.27,/players/75837-hikaru-nakamura
2022,254258.6,9,87.73,/players/23785-misha-mikhail-agatov
2021,3040.0,2,1.05,/players/23785-misha-mikhail-agatov
2020,17433.33,13,6.02,/players/23785-misha-mikhail-agatov
2019,11786.88,4,4.07,/players/23785-misha-mikhail-agatov
2018,1080.59,2,0.37,/players/23785-misha-mikhail-agatov
2017,750.0,2,0.26,/players/23785-misha-mikhail-agatov
2016,919.21,4,0.32,/players/23785-misha-mikhail-agatov
2015,556.8,4,0.19,/players/23785-misha-mikhail-agatov
2022,253333.33,2,82.29,/players/76888-umut-gultekin
2021,7500.0,2,2.44,/players/76888-umut-gultekin
2020,47020.0,4,15.27,/players/76888-umut-gultekin
2022,252500.0,13,55.4,/players/66249-monkey-moon-evan-rogez
2021,131433.34,16,28.84,/players/66249-monkey-moon-evan-rogez
2020,67560.32,21,14.82,/players/66249-monkey-moon-evan-rogez
2019,4110.7,13,0.9,/players/66249-monkey-moon-evan-rogez
2018,131.0,1,0.03,/players/66249-monkey-moon-evan-rogez
2022,250000.0,1,71.43,/players/114778-mohamed-light-mohamed-tarek
2021,100000.0,1,28.57,/players/114778-mohamed-light-mohamed-tarek
2022,250000.0,1,93.46,/players/110334-henry-leverette
2020,7500.0,1,2.8,/players/110334-henry-leverette
2019,10000.0,1,3.74,/players/110334-henry-leverette
2022,249633.33,13,54.77,/players/60682-extra-alex-paoli
2021,131054.05,16,28.76,/players/60682-extra-alex-paoli
2020,66581.94,17,14.61,/players/60682-extra-alex-paoli
2019,8055.55,8,1.77,/players/60682-extra-alex-paoli
2018,427.02,5,0.09,/players/60682-extra-alex-paoli
2022,249011.66,10,62.83,/players/67272-shaiiko-stephane-lebleu
2021,67954.74,10,17.15,/players/67272-shaiiko-stephane-lebleu
2020,73020.63,12,18.42,/players/67272-shaiiko-stephane-lebleu
2019,5200.0,4,1.31,/players/67272-shaiiko-stephane-lebleu
2017,1155.81,2,0.29,/players/67272-shaiiko-stephane-lebleu
2022,244888.07,16,90.33,/players/91606-seikoo-enzo-grondein
2021,26085.94,9,9.62,/players/91606-seikoo-enzo-grondein
2020,137.99,4,0.05,/players/91606-seikoo-enzo-grondein
2022,236225.0,13,34.57,/players/80699-hen-henrik-mclean
2021,358983.34,14,52.54,/players/80699-hen-henrik-mclean
2020,81400.0,14,11.91,/players/80699-hen-henrik-mclean
2019,6630.0,9,0.97,/players/80699-hen-henrik-mclean
2022,229125.0,25,53.47,/players/83818-vadeal-alexander-schlik
2021,172750.0,9,40.32,/players/83818-vadeal-alexander-schlik
2020,26600.0,16,6.21,/players/83818-vadeal-alexander-schlik
2022,226366.65,17,49.99,/players/40347-chicago-reed-wilen
2021,67266.67,16,14.85,/players/40347-chicago-reed-wilen
2020,66475.79,26,14.68,/players/40347-chicago-reed-wilen
2019,68854.17,8,15.21,/players/40347-chicago-reed-wilen
2018,19243.76,11,4.25,/players/40347-chicago-reed-wilen
2017,4616.66,8,1.02,/players/40347-chicago-reed-wilen
2022,226200.0,6,55.43,/players/41289-geometrics-emilio-leynez
2021,53400.0,6,13.09,/players/41289-geometrics-emilio-leynez
2020,80450.0,6,19.71,/players/41289-geometrics-emilio-leynez
2019,34800.0,7,8.53,/players/41289-geometrics-emilio-leynez
2018,10750.0,7,2.63,/players/41289-geometrics-emilio-leynez
2017,2500.0,2,0.61,/players/41289-geometrics-emilio-leynez
2022,225866.65,16,60.58,/players/49530-atomic-massimo-franceschi
2021,65266.67,16,17.51,/players/49530-atomic-massimo-franceschi
2020,70940.8,23,19.03,/players/49530-atomic-massimo-franceschi
2019,9227.09,6,2.47,/players/49530-atomic-massimo-franceschi
2018,1417.5,6,0.38,/players/49530-atomic-massimo-franceschi
2017,100.0,2,0.03,/players/49530-atomic-massimo-franceschi
2022,223916.51,4,28.68,/players/89891-nuanyang-lin-heng
2021,19255.51,4,2.47,/players/89891-nuanyang-lin-heng
2020,495767.24,4,63.51,/players/89891-nuanyang-lin-heng
2019,21740.85,2,2.79,/players/89891-nuanyang-lin-heng
2018,19941.63,1,2.55,/players/89891-nuanyang-lin-heng
2022,223916.51,4,39.06,/players/89897-xingy-li-yuhao
2021,69725.43,4,12.16,/players/89897-xingy-li-yuhao
2020,268218.4,4,46.79,/players/89897-xingy-li-yuhao
2019,6341.08,1,1.11,/players/89897-xingy-li-yuhao
2018,5076.05,1,0.89,/players/89897-xingy-li-yuhao
2022,223916.51,4,57.64,/players/95065-zimo-wu-zhejie
2021,164584.35,2,42.36,/players/95065-zimo-wu-zhejie
2022,223916.51,4,80.29,/players/95073-huajuan-wu-yutao
2021,54953.97,4,19.71,/players/95073-huajuan-wu-yutao
2022,223800.0,6,59.43,/players/67397-achieved-matthew-solomon
2021,53400.0,6,14.18,/players/67397-achieved-matthew-solomon
2020,80450.0,6,21.36,/players/67397-achieved-matthew-solomon
2019,18200.0,7,4.83,/players/67397-achieved-matthew-solomon
2018,600.0,2,0.16,/players/67397-achieved-matthew-solomon
2017,150.0,1,0.04,/players/67397-achieved-matthew-solomon
2022,223800.0,6,59.49,/players/61050-beaulo-jason-doty
2021,53400.0,6,14.2,/players/61050-beaulo-jason-doty
2020,80450.0,6,21.39,/players/61050-beaulo-jason-doty
2019,18035.0,9,4.79,/players/61050-beaulo-jason-doty
2018,500.0,1,0.13,/players/61050-beaulo-jason-doty
2022,223800.0,6,59.92,/players/69543-merc-bryan-wrzek
2021,52400.0,5,14.03,/players/69543-merc-bryan-wrzek
2020,80450.0,6,21.54,/players/69543-merc-bryan-wrzek
2019,16866.67,10,4.52,/players/69543-merc-bryan-wrzek
2023,11875.0,1,3.8,/players/95104-pickfeet-zhang-yachao
2022,223558.63,4,71.53,/players/95104-pickfeet-zhang-yachao
2021,74141.28,4,23.72,/players/95104-pickfeet-zhang-yachao
2020,2953.7,2,0.95,/players/95104-pickfeet-zhang-yachao
2023,11875.0,1,3.81,/players/95105-beautiful-feng-yunhui
2022,223558.63,4,71.69,/players/95105-beautiful-feng-yunhui
2021,74141.28,4,23.78,/players/95105-beautiful-feng-yunhui
2020,2246.7,1,0.72,/players/95105-beautiful-feng-yunhui
2023,11875.0,1,4.1,/players/95107-remember-yuan-xinsong
2022,223558.63,4,77.12,/players/95107-remember-yuan-xinsong
2021,52204.2,1,18.01,/players/95107-remember-yuan-xinsong
2020,2246.7,1,0.78,/players/95107-remember-yuan-xinsong
2022,223558.63,4,82.68,/players/103401-sunfloweru-li-jiayi
2021,34724.75,6,12.84,/players/103401-sunfloweru-li-jiayi
2020,12094.65,3,4.47,/players/103401-sunfloweru-li-jiayi
2022,223175.0,15,18.72,/players/5513-serral-joona-sotala
2021,71452.0,16,5.99,/players/5513-serral-joona-sotala
2020,92541.81,18,7.76,/players/5513-serral-joona-sotala
2019,215540.83,16,18.08,/players/5513-serral-joona-sotala
2018,478538.25,19,40.14,/players/5513-serral-joona-sotala
2017,79301.38,33,6.65,/players/5513-serral-joona-sotala
2016,12163.25,17,1.02,/players/5513-serral-joona-sotala
2015,13880.05,6,1.16,/players/5513-serral-joona-sotala
2014,4211.51,9,0.35,/players/5513-serral-joona-sotala
2013,1159.47,2,0.1,/players/5513-serral-joona-sotala
2012,200.0,1,0.02,/players/5513-serral-joona-sotala
2022,223158.63,2,75.06,/players/95106-xz-zhang-yaohui
2021,74141.28,4,24.94,/players/95106-xz-zhang-yaohui
2023,11875.0,1,4.96,/players/101328-memory-zhang-yujie
2022,222312.67,3,92.79,/players/101328-memory-zhang-yujie
2021,5400.0,3,2.25,/players/101328-memory-zhang-yujie
2022,217533.32,15,44.81,/players/32223-jknaps-jacob-knapman
2021,64933.34,16,13.38,/players/32223-jknaps-jacob-knapman
2020,62149.13,21,12.8,/players/32223-jknaps-jacob-knapman
2019,68854.17,8,14.18,/players/32223-jknaps-jacob-knapman
2018,33282.64,13,6.86,/players/32223-jknaps-jacob-knapman
2017,37950.35,33,7.82,/players/32223-jknaps-jacob-knapman
2016,708.9,8,0.15,/players/32223-jknaps-jacob-knapman
2022,217300.0,18,75.69,/players/83395-pinq-zachariah-siddall
2021,62000.0,5,21.6,/players/83395-pinq-zachariah-siddall
2020,6081.11,10,2.12,/players/83395-pinq-zachariah-siddall
2019,1700.0,2,0.59,/players/83395-pinq-zachariah-siddall
2022,216750.0,17,24.12,/players/80698-tayson-tai-starcic
2021,457181.88,14,50.87,/players/80698-tayson-tai-starcic
2020,216125.11,25,24.05,/players/80698-tayson-tai-starcic
2019,8730.0,12,0.97,/players/80698-tayson-tai-starcic
2022,205850.0,18,85.01,/players/91155-merstachhh-andrej-piratov
2021,36300.0,5,14.99,/players/91155-merstachhh-andrej-piratov
2022,205500.0,23,60.83,/players/49531-firstkiller-jason-corral
2021,80333.34,20,23.78,/players/49531-firstkiller-jason-corral
2020,37482.44,26,11.1,/players/49531-firstkiller-jason-corral
2019,8763.3,15,2.59,/players/49531-firstkiller-jason-corral
2018,5435.55,14,1.61,/players/49531-firstkiller-jason-corral
2017,300.0,6,0.09,/players/49531-firstkiller-jason-corral
2022,203733.66,5,96.48,/players/105769-moshi-ratchanon-kunrayason
2021,5433.73,2,2.57,/players/105769-moshi-ratchanon-kunrayason
2020,1989.6,1,0.94,/players/105769-moshi-ratchanon-kunrayason
2022,203100.0,16,28.46,/players/62624-chapix-moussa-faour
2021,361783.34,14,50.69,/players/62624-chapix-moussa-faour
2020,29050.0,24,4.07,/players/62624-chapix-moussa-faour
2019,119770.0,40,16.78,/players/62624-chapix-moussa-faour
2022,200800.0,3,64.55,/players/54644-chala-brady-davenport
2021,53400.0,6,17.16,/players/54644-chala-brady-davenport
2020,25950.0,5,8.34,/players/54644-chala-brady-davenport
2019,23850.0,5,7.67,/players/54644-chala-brady-davenport
2018,4200.0,5,1.35,/players/54644-chala-brady-davenport
2017,2900.0,3,0.93,/players/54644-chala-brady-davenport
2022,200743.66,4,53.82,/players/77117-thecruz-piyapon-boonchuay
2021,143413.4,4,38.45,/players/77117-thecruz-piyapon-boonchuay
2020,25113.17,5,6.73,/players/77117-thecruz-piyapon-boonchuay
2019,3740.04,3,1.0,/players/77117-thecruz-piyapon-boonchuay
2022,200743.66,4,54.74,/players/77130-joena-chirasak-moonsarn
2021,144034.5,6,39.27,/players/77130-joena-chirasak-moonsarn
2020,21627.57,6,5.9,/players/77130-joena-chirasak-moonsarn
2019,330.0,1,0.09,/players/77130-joena-chirasak-moonsarn
2022,200743.66,4,80.81,/players/105770-gethigh-rachata-saethian
2021,17163.4,2,6.91,/players/105770-gethigh-rachata-saethian
2020,30513.04,5,12.28,/players/105770-gethigh-rachata-saethian
2022,200400.0,19,52.63,/players/52140-sypical-caden-pellegrin
2021,63166.67,14,16.59,/players/52140-sypical-caden-pellegrin
2020,80709.21,33,21.2,/players/52140-sypical-caden-pellegrin
2019,31454.16,6,8.26,/players/52140-sypical-caden-pellegrin
2018,5050.0,7,1.33,/players/52140-sypical-caden-pellegrin
2023,100.0,1,0.04,/players/80422-genburten-noyan-ozkose
2022,198514.93,19,87.16,/players/80422-genburten-noyan-ozkose
2021,22865.89,28,10.04,/players/80422-genburten-noyan-ozkose
2020,6276.58,19,2.76,/players/80422-genburten-noyan-ozkose
2022,195300.0,16,96.17,/players/83850-zandy-andrei-ursu
2021,3535.0,2,1.74,/players/83850-zandy-andrei-ursu
2020,3750.0,7,1.85,/players/83850-zandy-andrei-ursu
2019,500.0,1,0.25,/players/83850-zandy-andrei-ursu
2022,194650.0,15,11.4,/players/61948-epikwhale-shane-cotton
2021,138316.67,12,8.1,/players/61948-epikwhale-shane-cotton
2020,59875.65,20,3.51,/players/61948-epikwhale-shane-cotton
2019,1314366.67,26,76.99,/players/61948-epikwhale-shane-cotton
2022,194184.24,2,20.75,/players/60565-nuoyan-guo-guixin
2021,153749.51,1,16.43,/players/60565-nuoyan-guo-guixin
2020,59640.98,3,6.37,/players/60565-nuoyan-guo-guixin
2019,475717.32,3,50.84,/players/60565-nuoyan-guo-guixin
2018,32597.55,3,3.48,/players/60565-nuoyan-guo-guixin
2017,19915.48,3,2.13,/players/60565-nuoyan-guo-guixin
2022,193974.53,2,100.0,/players/108071-wuxin98-zou-ziqiang
2022,192888.54,2,100.0,/players/108070-liu-wenlong
2023,1000.0,1,0.39,/players/75840-polish-fighter3000-jan-krzysztof-duda
2022,187900.0,10,73.92,/players/75840-polish-fighter3000-jan-krzysztof-duda
2021,40923.08,7,16.1,/players/75840-polish-fighter3000-jan-krzysztof-duda
2020,19418.54,7,7.64,/players/75840-polish-fighter3000-jan-krzysztof-duda
2019,225.0,2,0.09,/players/75840-polish-fighter3000-jan-krzysztof-duda
2018,4719.48,1,1.86,/players/75840-polish-fighter3000-jan-krzysztof-duda
2023,3451.46,1,1.03,/players/49801-shou-wang-kang
2022,187211.76,13,55.81,/players/49801-shou-wang-kang
2021,61705.56,6,18.4,/players/49801-shou-wang-kang
2020,4641.15,2,1.38,/players/49801-shou-wang-kang
2019,22715.46,3,6.77,/players/49801-shou-wang-kang
2018,55718.08,9,16.61,/players/49801-shou-wang-kang
2022,186166.67,5,41.35,/players/10485-jks-justin-savage
2021,39700.0,14,8.82,/players/10485-jks-justin-savage
2020,35600.0,15,7.91,/players/10485-jks-justin-savage
2019,58333.33,14,12.96,/players/10485-jks-justin-savage
2018,36600.0,18,8.13,/players/10485-jks-justin-savage
2017,51500.0,16,11.44,/players/10485-jks-justin-savage
2016,33266.67,9,7.39,/players/10485-jks-justin-savage
2015,5947.27,9,1.32,/players/10485-jks-justin-savage
2014,3137.49,4,0.7,/players/10485-jks-justin-savage
2023,4230.67,2,1.59,/players/88008-lilghost-luo-shengjun
2022,184731.48,12,69.54,/players/88008-lilghost-luo-shengjun
2021,61705.56,6,23.23,/players/88008-lilghost-luo-shengjun
2020,14977.1,3,5.64,/players/88008-lilghost-luo-shengjun
2023,25000.0,1,10.52,/players/95128--he-tianyou
2022,183864.98,4,77.39,/players/95128--he-tianyou
2021,28705.4,2,12.08,/players/95128--he-tianyou
2023,4230.67,2,1.68,/players/99089-sujiu-yu-lin
2022,182598.92,11,72.36,/players/99089-sujiu-yu-lin
2021,65532.31,7,25.97,/players/99089-sujiu-yu-lin
2022,180163.76,9,80.8,/players/96063-maris-nguyen-quoc-huy
2021,42804.88,8,19.2,/players/96063-maris-nguyen-quoc-huy
2022,179128.32,25,58.29,/players/51648-ayyjayy-austin-aebi
2021,53566.67,20,17.43,/players/51648-ayyjayy-austin-aebi
2020,30267.3,24,9.85,/players/51648-ayyjayy-austin-aebi
2019,30939.83,8,10.07,/players/51648-ayyjayy-austin-aebi
2018,12943.75,8,4.21,/players/51648-ayyjayy-austin-aebi
2017,441.66,5,0.14,/players/51648-ayyjayy-austin-aebi
2022,177500.0,7,51.07,/players/1185-apg-bradley-laws
2021,11825.0,5,3.4,/players/1185-apg-bradley-laws
2020,1500.0,1,0.43,/players/1185-apg-bradley-laws
2019,30875.0,9,8.88,/players/1185-apg-bradley-laws
2018,32125.0,9,9.24,/players/1185-apg-bradley-laws
2017,20175.0,7,5.8,/players/1185-apg-bradley-laws
2016,27375.0,6,7.88,/players/1185-apg-bradley-laws
2015,10750.0,5,3.09,/players/1185-apg-bradley-laws
2014,5125.0,2,1.47,/players/1185-apg-bradley-laws
2013,2400.0,4,0.69,/players/1185-apg-bradley-laws
2012,4500.0,2,1.29,/players/1185-apg-bradley-laws
2011,10000.0,3,2.88,/players/1185-apg-bradley-laws
